trip_distance,ride_duration,fare,driver_rating,passenger_rating,driver_cancel_rate,passenger_cancel_rate,rides_today,gps_jump
11.475781496277698,37.690715105507884,289.6616422312823,4.096394255947174,4.10082378906263,0.121106816421277,0.2838200820108975,7,0.8131499542963005
2.6565294847944934,6.7281806440933005,48.9577997188862,4.7164751958386155,3.8694230169709867,0.07930223525743144,0.1230988171338056,9,1.9968599649553296
5.829422866116632,18.23204353727899,114.10889017465506,3.786711536205178,4.274184569781976,0.23244074935366577,0.0737660898893127,2,1.7765989318725373
24.60203493730935,63.223096446308425,671.7848344942197,4.952115394723524,4.092564715691271,0.05509375011868854,0.26032635294601725,1,0.021328244238961735
19.907263720509604,68.16269211478777,382.2000644120454,4.467244566866969,4.980024591144618,0.11770311728957776,0.10088145903386757,0,1.8200147351035534
13.494211239188857,45.72422781736037,302.45676817175166,4.261242770381956,3.8908285584140603,0.11846105469003532,0.28024925288441604,13,0.928672324357287
2.211043128614963,5.624125422816308,49.375987748686576,3.5353870796652367,4.877101594907117,0.2869701907320008,0.19224228416517855,16,1.7268606311969295
15.55783152093537,41.75738267639081,379.7921554868332,3.7028634472272532,3.529814947220237,0.11871890046630548,0.12011947034980791,16,1.9714421802712156
20.680821399221486,61.58908182356121,559.2330478795022,3.9819205566667297,4.653350490660377,0.24871843474016667,0.2230808068785216,9,1.8026689975360892
20.96575164341897,80.28280250576124,503.6067319611547,4.355315857037061,4.117752485199307,0.08121113868377379,0.00932520583923173,17,1.4582369102151
2.8490263196410774,7.303035796642656,77.80105990433809,3.9942202834598253,4.066212963646454,0.18646729823887645,0.19103256843510122,17,1.41384999266804
21.752058810284055,72.14579112644479,492.92158977245083,3.8256371678587966,3.846463579418911,0.1762163719290959,0.0007031499278086106,17,1.9920988309537047
7.023758790165233,22.54717829594046,186.3288927978423,3.7971684381451367,4.446300073074922,0.2641703888617299,0.21844235211482127,2,0.5617529832079649
1.8644793574717466,4.794422991751151,42.23412870840928,3.5723422240763236,4.461986087265441,0.21675105836515982,0.21099106237062917,12,0.2702319011040677
24.085700984172735,60.90594461800638,611.2266401327125,4.009645877883374,4.904378854306563,0.1525168112167349,0.2418631974858375,20,1.9400459083980444
23.92712906666664,88.21957850156024,518.0140038447155,4.174830421701976,3.5499121488486347,0.028600513269628314,0.010571935728969051,20,0.8784626533011795
14.778820049325414,42.22763991689382,391.27498713438104,3.6243728495260488,4.008679968700136,0.016196237437952187,0.11980086436355702,8,1.1594124898119857
16.19397356929497,53.43565231397222,315.2243956884432,4.9825616518551685,4.225466895680989,0.007182171747217602,0.2127085627140412,9,1.2491321019327275
13.604753104061409,48.15443652667046,325.5015379664345,4.744030499187145,4.259376877269066,0.14672968940446612,0.19143998397002396,0,0.3645233221423769
1.5756005103032669,4.3305114264818485,40.326754736770106,4.489143464697814,3.7776116090276695,0.2160989742459843,0.15263740351900376,14,1.181523338027933
9.163324349799947,27.312223871989474,227.15732834692434,4.032671047272915,4.337664451993698,0.21189191728152096,0.06868924755934301,19,1.3158251600116693
22.980689427161245,63.515683138269196,619.4486137534693,4.5920442234469405,4.195776180812472,0.11595941417180938,0.010807066816392274,13,1.892819781743246
3.384914651523135,11.664527436473799,80.4230553990034,3.6371829683045434,4.695630504498413,0.020392824020596587,0.1794459511743439,16,1.2753428493731802
2.2243300550835876,6.586606993307103,49.985818464543534,4.9240992572981765,3.7529404363096237,0.20908202821675542,0.2765222009938029,11,1.2134395862665255
16.099857199861358,63.704248788019925,299.3210915779111,4.544006736317245,3.971174734774638,0.031808843741959116,0.26728514450133206,15,1.0016655555204017
11.827086969423803,39.81123716309393,301.12475904790307,4.542854443933416,3.5234156727656574,0.00983845626191272,0.20192213390286465,7,1.658981279208138
3.7842892716683227,13.696305976602265,73.27378590664821,4.435756454489194,4.819907242889856,0.21311857563825262,0.2281214650296906,4,1.558724567309114
2.0726332176745954,5.453047638060829,47.67139779016182,3.675306599180202,4.905393879282132,0.15108390072266792,0.0009510355596754061,12,0.20113603482202702
17.555031497170283,53.285620064714436,426.88142442864387,4.672043518653625,4.156976130751023,0.26960790178380434,0.16583675407047063,4,0.020803839788313683
12.850141401584779,46.75195803719567,251.55993962858997,4.419400680916962,4.575543054755968,0.17032385744042133,0.10114182433820586,10,0.08874813598882958
15.611635967247377,60.50546157930558,283.9194451738892,4.935607501547073,3.5645484168778223,0.040645977575283605,0.18549955865206935,6,1.770155080009808
20.93887296592704,79.37959849504679,394.4354504986733,4.136373304430684,4.61435127003112,0.20243632236218473,0.07441769108907804,12,0.08538990878855213
24.097212229982745,64.05102997192617,456.7597867004952,3.7351761762825473,3.6707558400778963,0.05445458083604865,0.11655620935794227,1,0.4341398275474364
14.36350235191004,37.128652045070076,344.4600346236323,3.9716457953640596,3.7598592552253867,0.20088261753374595,0.2480195044487022,19,1.1248795839295511
7.56461844751664,29.65817268733406,196.23965001297975,4.745980713826276,3.6162671219055973,0.17151534568054452,0.09698090887222086,16,0.4478028817717339
10.087863044156972,26.892091674891486,276.56014553518673,3.586954373283098,4.150414824123243,0.11368932443517359,0.1302355648559934,6,1.3882886894760147
19.177458439249264,65.3312696747056,497.1691276106222,3.5953488685265467,4.3149549641981855,0.0941192159370363,0.08668359635587049,15,0.08894508381304345
13.86915994856245,41.51579045822921,365.18319439206516,4.119754000591366,4.976724156404639,0.08022743272781721,0.13629083077431162,16,1.8220834671572492
4.793449622742131,18.018798993222557,107.89898263214232,4.387184002792511,4.710577124391347,0.2276391302602478,0.2871752697193581,16,0.6102979744132868
21.63555038815604,83.00584582367186,470.351671063584,4.229527300872661,4.508499714625059,0.2081384341169628,0.2073936680553786,14,1.6493395587030806
7.569270609797,28.149007211059757,166.8869898188081,4.654656546483533,4.305864723309062,0.2170420546274299,0.2900245433472106,0,1.6710854929035814
9.486686144396987,32.986706879779405,199.38448895262212,4.905781237516251,4.1309274298045455,0.08650043366178861,0.07909387142114008,3,1.3417602189215752
24.84466358822504,66.17813438268796,510.99912136835053,4.674169321309366,3.997326882474775,0.08504026287232826,0.025590735441690094,9,1.6370929669886083
11.40819401641359,33.62429683828647,223.74853388327705,4.1804649115429555,4.267539030781105,0.09065278812883198,0.10386280893138884,11,1.335322872967656
13.697982301033193,43.77765634707333,309.6000464049194,4.054009980932185,4.125215652895256,0.053472879037053,0.29939616373903266,3,1.330401522410255
12.7727598542748,48.153598100260695,247.00837455859033,4.307925772811741,4.3866518463637,0.20268275358587476,0.11578145005873755,10,1.056680236957679
21.96632216605203,69.02173326641324,423.45804042608466,3.9381224857967347,3.8660247056641275,0.26512737548848636,0.07414996822426685,15,1.4294517834349811
